n,p,v,corpus
物,が,存在する,ted
患者,が,持つ,ted
処方箋,を,持つ,ted
マーケット,に,持つ,ted
等,に,提供する,ted
食品,を,提供する,ted
予算,へ,請求する,ted
ブラジル,に,いる,ted
毒蛇,で,研究される,ted
サンパウロ大学,で,研究される,ted
ペン,を,持つ,ted
データ,を,確認する,ted
頭部,に,向ける,ted
ペン,を,動かす,ted
抵抗力,を,感じる,ted
体,を,温めるぞ,ted
結果,と,思うか,ted
ダンピング,を,非難し合う,ted
燃料,に,する,ted
そこ,に,わく,ted
興味,が,わく,ted
価値,が,ある,ted
カメラ,に,映ってる,ted
中年,が,使う,ted
スカイプ,を,使う,ted
気,が,利く,ted
子供,が,行く,ted
海外,へ,行く,ted
プロジェクト,から,実証できそう,ted
其れ,を,実証できそう,ted
物,が,ある,ted
彼女,が,呉れる,ted
最後,に,お伝えする,ted
理解,を,越える,ted
其れ,が,発する,ted
信号,を,徹底する,ted
手,で,する,ted
遣り取り,を,する,ted
世界,を,知る,ted
生き物,が,いるか,ted
消費,から,得る,ted
価値,を,得る,ted
新記録,が,出る,ted
私,に,命令する,ted
人間,を,見る,ted
輝き,を,失う,ted
所,から,なる,ted
現象,に,なる,ted
我々,が,する,ted
機器,を,する,ted
手,に,する,ted
船,が,転覆する,ted
我々,が,選出する,ted
政府,を,選出する,ted
選挙,に,よらない,ted
政府,を,許容する,ted
我々,が,望む,ted
政府,に,望む,ted
自国,に,齎す,ted
事柄,を,齎す,ted
横軸,が,なる,ted
対数,に,なる,ted
端,を,見る,ted
人間,が,記憶する,ted
犯罪,を,記憶する,ted
証言,を,する,ted
研究,を,する,ted
時,に,起こる,ted
空白,を,嫌う,ted
事実,を,語る,ted
アフリカ,に,届く,ted
最後,に,与える,ted
政治家,に,する,ted
見返り,を,与える,ted
必要,が,ある,ted
金鉱,を,入手する,ted
街,を,ドライブする,ted
ゲーム,を,する,ted
場所,を,ドライブする,ted
最初,に,触れる,ted
回り,に,触れる,ted
廃棄物,を,無くす,ted
皆,が,居ない,ted
中,から,取り出す,ted
炭素,を,取り出す,ted
以下,に,する,ted
問題,を,解決する,ted
影響,を,軽減,ted
侵食,を,防ぐ,ted
水質,を,向上させる,ted
情熱,を,傾ける,ted
言語,に,共通する,ted
祖先,を,探す,ted
概観,を,語る,ted
幕,が,下りる,ted
一斉,に,つく,ted
息,を,つく,ted
涙,を,流す,ted
感,で,満たされる,ted
我々,が,行うべし,ted
燃費,を,改善する,ted
効率,を,改善する,ted
全体,を,改善する,ted
情報,を,複製出来る,ted
情報,を,記録出来る,ted
フィルム,に,記録出来る,ted
耳元,で,聞こえる,ted
羽音,が,聞こえる,ted
気,が,狂いそう,ted
私,が,言う,ted
道,を,する,ted
物,に,する,ted
問題,に,直面する,ted
プログラム,を,展開する,ted
問題,に,直面する,ted
プログラム,を,展開する,ted
作品,を,お見せする,ted
NBC,から,する,ted
ジャーナリスト,が,する,ted
年,に,する,ted
質問,を,する,ted
質問,を,する,ted
相場,を,分析する,ted
どこ,から,遣る,ted
羊,を,思う,ted
通り,に,動かすかです,ted
地勢,を,読む,ted
環境,を,整える,ted
方向,に,流れる,ted
羊,が,流れる,ted
森,で,踊る,ted
グループ,と,繋がる,ted
町,で,する,ted
パフォーマンス,を,する,ted
こと,で,齎す,ted
活動,が,齎す,ted
変革,を,齎す,ted
全土,で,起こる,ted
ガーナ,へ,赴く,ted
見識,を,得る,ted
達,に,教える,ted
暴力,が,擡げる,ted
頭,を,擡げる,ted
選挙,が,行われる,ted
政府,を,形成出来る,ted
空間,に,優れる,ted
発電所,が,出来る,ted
助け,に,なるです,ted
歴史,を,振り返る,ted
問題,が,付き纏う,ted
トップ,を,見付ける,ted
他,を,動かさない,ted
批判,が,あるです,ted
コペンハーゲン,に,住む,ted
其れ,が,役立つ,ted
何,に,役立つ,ted
週末,に,する,ted
学習,に,ある,ted
興味,が,ある,ted
言語,を,学ぶ,ted
体力,を,消耗する,ted
狩猟,に,出掛ける,ted
イボイノシシ,を,倒さない,ted
Microsoft,に,いる,ted
時,に,働く,ted
レストラン,で,働く,ted
料理,を,する,ted
測定器,を,使う,ted
こと,で,気付く,ted
遣る気,を,かきたてるです,ted
プロセス,に,沿う,ted
私達,が,注ぎ込む,ted
セキュリティー,に,注ぎ込む,ted
話,を,したがる,ted
全て,を,握る,ted
恩恵,を,受ける,ted
動き,を,紹介する,ted
役,に,立ちたい,ted
PDF,を,コピーペーストする,ted
文書,を,作成する,ted
ピアノ,が,発明される,ted
以前,に,誕生する,ted
モーツァルト,が,誕生する,ted
損失,を,する,ted
現実,に,反する,ted
団体,に,寄付したい,ted
ウェブサイト,を,ご紹介する,ted
何,が,なるでしょうか,ted
証拠,に,なるでしょうか,ted
祖父母,に,なる,ted
物,に,"なるでしょう
",ted
モデル,を,作る,ted
父親,から,受け継ぐ,ted
心,に,決める,ted
只,で,オンライン配信しようって,ted
音楽,を,オンライン配信しようって,ted
只,で,オンライン配信しようって,ted
音楽,を,オンライン配信しようって,ted
napster,を,叩く,ted
支援,を,お願いする,ted
アリ,を,観察する,ted
此処,に,いる,ted
ルーズベルト,が,押し砕かれる,ted
ミシシッピ,に,行く,ted
狩り,に,行く,ted
為,に,括る,ted
木,に,括る,ted
姿,が,なる,ted
象徴,と,なる,ted
君,を,見る,ted
考え方,を,変えられる,ted
こと,が,分かる,ted
途端,に,変わる,ted
表情,が,変わる,ted
とも,に,持つ,ted
マッチ,を,持つ,ted
此処,に,ある,ted
難民,を,乗せる,ted
船,が,沈む,ted
海,に,沈む,ted
次,に,見掛ける,ted
巣,を,見掛ける,ted
こと,を,確認する,ted
其れ,に,突き込む,ted
妻,が,いる,ted
一緒,に,見るでしょうね扠,ted
片面,に,入る,ted
拒絶,を,呼び起こす,ted
インテル,が,聞く,ted
人,に,聞く,ted
医療,と,聞く,ted
ビッグデータ,を,活用出来る,ted
過ち,を,犯す,ted
中,に,入る,ted
肩,で,喘ぐ,ted
ラフィ,が,言う,ted
父親,に,言う,ted
僕,より,走る,ted
遣り方,で,適応する,ted
制度,に,適応する,ted
弓,を,作る,ted
近く,に,ある,ted
木材,を,使う,ted
貴方,が,覚える,ted
そこ,で,謝る,ted
貴方,に,かける,ted
私,が,かける,ted
月,が,回る,ted
軌道,を,回る,ted
地球,が,作り出す曲がる,ted
谷間,に,沿う,ted
人,が,着る,ted
着ぐるみ,を,着る,ted
心音,が,集まる,ted
恐怖,を,感じるです,ted
此れ,を,見る,ted
ストローク,を,学ぶ,ted
次,に,見る,ted
パートナーシップ,を,見る,ted
中,で,欠く,ted
一貫性,を,欠く,ted
ドル,と,言う,ted
スライド,で,書かれる,ted
ドル,と,書かれる,ted
映像,で,考える,ted
動き,から,学ぶ,ted
感覚,で,学ぶ,ted
ジャケット,で,隠す,ted
此れ,が,起きる,ted
患者,に,起きる,ted
目,を,思い描く,ted
領域,が,ある,ted
幻覚,が,見える,ted
想像,を,やめる,ted
元,に,戻る,ted
アメリカ,に,いる,ted
自分,に,戻る,ted
僕達,が,＂,ted
＂,で,言いたい,ted
アバンギャルド,が,投げ掛ける,ted
常,に,反対する,ted
自ら,が,反対する,ted
否定形,で,定義づけられる,ted
疑問,を,投げ掛ける,ted
過去,に,ある,ted
惑星,で,始まる,ted
進化,が,始まる,ted
過ち,を,思い出さない,ted
物,を,作る,ted
こと,が,ありそうです,ted
ラボ,で,する,ted
作業,を,する,ted
パートナー,を,選ぶ,ted
基,に,行う,ted
地域,が,ある,ted
目,を,動かす,ted
頭,を,指す,ted
こと,に,進められる,ted
研究,が,進められる,ted
研究,が,検討される,ted
研究室,に,集まる,ted
ホルモン,を,測定する,ted
ストレス,が,たまる,ted
反応,を,調べる,ted
革新,が,始まる,ted
話,を,聞く,ted
終わり,から,始める,ted
アフリカ,で,寝る,ted
発汗,を,感じる,ted
海底,に,ある,ted
人々,が,答える,ted
其れ,に,答える,ted
空腹,を,感じる,ted
国家,を,安定させる,ted
破壊,が,起きる,ted
カルシウム,で,出来る,ted
触手,が,見える,ted
海流,を,受ける,ted
神経,を,取り除く,ted
神経,を,取り出す,ted
其れ,を,植え込む,ted
胸,に,植え込む,ted
傷口,を,塞ぐ,ted
キュロス,が,する,ted
中南部,から,至る,ted
中,に,光ってるです,ted
光,が,光ってるです,ted
私達,が,作る,ted
医者,に,なりたい,ted
夢,が,詰まる,ted
母親,が,なる,ted
病気,に,なる,ted
知り合い,が,いるわ,ted
危機,に,瀕する,ted
問い,を,投げ掛ける,ted
大人,に,なる,ted
時代,が,終わる,ted
大人,を,目指すか,ted
問い,に,似る,ted
身,に,"付かないでしょう
",ted
会社,と,提携する,ted
店舗,で,販売する,ted
胡蝶蘭,を,販売する,ted
他者,に,する,ted
意味,が,ある,ted
発展,を,遂げる,ted
恩恵,を,享受する,ted
ドナルドソン,が,紹介する,ted
装具,を,紹介する,ted
大腿,を,失う,ted
達,が,使用する,ted
技術,が,盛り込まれる,ted
義肢,と,比べる,ted
希望,に,満ちる,ted
貘,を,救う,ted
絶滅,から,救う,ted
貘,を,救う,ted
正義,と,哀れむ,ted
世界,を,作る,ted
地帯,に,いる,ted
助け,を,求める,ted
人々,が,入る,ted
部屋,に,入る,ted
モニター,で,見る,ted
姿,を,見る,ted
中,を,動き回る,ted
こと,を,売られる,ted
マート,で,売られる,ted
全て,に,行う,ted
こと,に,分かる,ted
此処,で,分かる,ted
センター,と,呼ばれる,ted
所長,を,紹介される,ted
そこ,で,尋ねる,ted
インド,で,受けてない,ted
そこ,で,尋ねる,ted
インド,で,受けてない,ted
かつら,を,被る,ted
涙,で,落ちる,ted
マスカラ,が,落ちる,ted
者,が,いる,ted
最後,に,なる,ted
議論,に,なる,ted
何,が,起こる,ted
プロセス,を,用いる,ted
グループ,を,識別する,ted
合図,を,発展させる,ted
腐敗,を,支える,ted
自宅,を,見舞われる,ted
火事,に,見舞われる,ted
彼,が,収集する,ted
殆ど,を,失う,ted
一瞬,に,する,ted
一部,を,振り返る,ted
物,に,なる,ted
こと,で,見つけられる,ted
世界,に,存在する,ted
一緒,に,働く,ted
中,で,見出だす,ted
姉妹,が,見出だす,ted
妹,が,勃発する,ted
時,に,勃発する,ted
内戦,が,勃発する,ted
システム,に,直面する,ted
解答,へ,導く,ted
こと,を,知る,ted
トリック,を,披露する,ted
戦略,を,示す,ted
要素,へ,集約する,ted
誌,で,選ばれる,ted
出会い,を,お楽しみ下さる,ted
将来,を,憂えるメンバー,ted
観点,から,考える,ted
結果,が,起こらず,ted
行動,を,とるべし,ted
さん,が,する,ted
年,に,する,ted
投資,を,する,ted
ステージ,に,履く,ted
利益,を,得る,ted
失敗,を,する,ted
レベル,で,なる,ted
問題,を,追及する,ted
フランス,に,生きる,ted
＂,で,検索する,ted
上,に,出る,ted
意志,が,ある,ted
戦い,が,行われる,ted
歴史,が,ある,ted
先生,が,影響される,ted
様子,を,紹介する,ted
注意,を,払う,ted
影,を,測る,ted
此れ,を,する,ted
語,に,する,ted
あめ,を,捨て鞭,ted
意義,を,"もたらせ
",ted
死,を,意識する,ted
こと,で,あるか,ted
行動,に,あるか,ted
影響,が,あるか,ted
徐々,に,起きる,ted
洞窟,で,見付かる,ted
反応,を,する,ted
目,に,する,ted
此処,で,掲載しない,ted
私,が,掲載しない,ted
冗談,が,ある,ted
式,が,書かれる,ted
問題,に,取り組む,ted
興味,を,引く,ted
物,が,なる,ted
気,に,なる,ted
何,を,する,ted
大統領,が,使う,ted
前,で,しようって,ted
導入,が,なる,ted
訓練,が,なる,ted
俺,が,しない,ted
話,を,しない,ted
話,を,聞きたい,ted
肝,を,据えるって,ted
此れ,が,表す,ted
数,を,表す,ted
其れ,が,陥る,ted
こと,を,知らず,ted
証文,に,誘導される,ted
修正,を,加える,ted
著者,を,明記する,ted
TED,で,話す,ted
学生,が,受ける,ted
試験,を,受ける,ted
我々,が,出来る,ted
壊死,を,阻止するか,ted
再生,を,促すか,ted
ブータン,に,集中する,ted
生態系,が,集中する,ted
モチベーション,を,高める,ted
地下,に,潜り80人,ted
女子,を,含む,ted
生徒,に,提供する,ted
機会,を,提供する,ted
授業,を,続ける,ted
医者,に,因む,ted
ブロンテ,に,由来する,ted
教育,と,満たす,ted
魂,を,満たす,ted
情熱,を,求める,ted
女性,を,称える,ted
中,で,抱き締める,ted
私,を,抱き締める,ted
話,を,聞く,ted
屋根,から,集める,ted
雨水,を,集める,ted
ドラム,に,なる,ted
ピアノ,に,加える,ted
アフリカ,を,加える,ted
此れ,が,起こる,ted
選択,に,支配される,ted
決定,を,任せる,ted
裁判所,に,任せる,ted
自身,が,下す,ted
決定,を,下す,ted
テント,が,あるわ,ted
研究,を,進めるか,ted
物語,が,欠ける,ted
サイレン,が,鳴る,ted
空襲,が,来る,ted
電気,が,切れる,ted
兄弟,が,する,ted
音,を,怖がらない,ted
人形劇,を,する,ted
サラエボ,で,教える,ted
ピアノ,を,教える,ted
椅子,に,座る,ted
上段,で,使う,ted
PC,を,使う,ted
身体,を,持つ,ted
先生,に,リードされ方,ted
技術,を,知る,ted
こと,で,する,ted
悪夢,を,する,ted
イスラエル,が,ある,ted
学校,に,いる,ted
会社,で,使いたい,ted
人,が,持つ,ted
インク,を,一式用意する,ted
プリンター,に,セットする,ted
設計図,を,ダウンロードする,ted
上,で,作る,ted
基本,と,なる,ted
材料,を,入れる,ted
容器,に,入れる,ted
此れ,に,点火する,ted
電流,を,流す,ted
其れ,が,お話しする,ted
貴方,に,お話しする,ted
私,が,見付ける,ted
国,に,来する,ted
郊外,を,切る,ted
とも,に,招待する,ted
我々,を,歌う,ted
呼吸,と,歌う,ted
探求,に,招待する,ted
話,を,する,ted
経歴,が,時代遅れ,ted
こと,を,強調したい,ted
こと,を,強調したい,ted
バンクーバー,に,行く,ted
そこ,で,出会う,ted
文化,に,接する,ted
彼,に,紹介する,ted
皆口,を,揃える,ted
スコッツデール,に,展示される,ted
見通し,が,立つ,ted
人間関係,が,なる,ted
互い,を,愛する,ted
気,に,かけたい,ted
カナリア,と,呼ぶ,ted
情報,を,探す,ted
坂道,を,歩く,ted
階段,を,上る,ted
海,から,する,ted
餌,に,する,ted
海藻,が,集められる,ted
下,で,する,ted
瞑想,を,する,ted
女性,を,見付ける,ted
改善,を,する,ted
リダクション,が,行う,ted
人間,を,含める,ted
生き物,が,発する,ted
中,で,聞く,ted
私,が,聞く,ted
今迄,に,聞く,ted
淡水,で,孵化する,ted
マイル,を,する,ted
倍,に,する,ted
痛み,を,引き起こす,ted
纏め役,を,"強化するです
",ted
イノベーション,と,呼ぶ,ted
子供達,を,する,ted
時,に,行かない,ted
こと,で,決める,ted
人生,を,遣り直す,ted
こと,を,期待される,ted
客席,に,いる,ted
位置,が,なるでしょうね,ted
気,に,なるでしょうね,ted
動き,を,する,ted
こと,と,似る,ted
砂糖,に,加える,ted
熱,を,加える,ted
結合,を,加える,ted
キャラメル,が,生成される,ted
積もり,で,話す,ted
頃,から,続ける,ted
性格,を,持つ,ted
会話,を,続ける,ted
力,と,なる,ted
両面,を,見るか,ted
映像,を,作り上げる,ted
人々,が,抱える,ted
故障,を,抱える,ted
組織,を,使う,ted
治療,を,享受する,ted
少数,に,過ぎる,ted
移植,に,要する,ted
不足,を,回避出来る,ted
組織,を,使用する,ted
法,を,紹介する,ted
ストーン,が,紹介する,ted
以上,に,渡る,ted
主題,を,調査し続ける,ted
80,を,越える,ted
計画,を,見る,ted
今迄,で,受ける,ted
